"star1","star2","star3","star4","star5"
"displeased","awful_service","ghetto","teeth","immensely"
"scheduled","food_finally","filthy","kbps","utensil"
"shaking","offended","not_wow","mel","tires"
"brag","measly","crispier","finest","occupied"
"einstein","snotty","yob","laughing","moderate"
"raspberry","uninspiring","sweet_tooth","coped","ha_changed"
"caring","not_fully","genuinely","roomy","mazing"
"spiced","rupee","handmade","neapolitan","nasty"
"leftovers","chilly","shogun","practice","receipt"
"teach","wellington","khan","munches","fav"
"economy","hook","croquet","not_into","silverware"
"marketing","campus","chickpea","loud_music","michelle"
"displeasure","terrible_experience","suddenly","not_matter","canned"
"buyer","absolutely_terrible","scattered","bananas","combinations"
"bait","swallow","inconvenience","not_miss","graham"
"wreck","identity","pleasant_surprise","approached","tempting"
"blah_blah","not_appreciate","not_tell","crispier","savoy"
"chinese_buffet","brûlée","reaction","simplicity","downfall"
"hakkasan","gusted","soap","cell","pizza_hut"
"heaven","sprite","allergic","forte","compote"
"disregard","bargain","delivers","morsel","not_say"
"unremarkable","shout","wines","tires","zing"
"clump","teach","family_friendly","dart","splendid"
"not_his","quote","printed","polished","sock"
"billed","expressed","escape","dingy","basmati"
"pumpkin","not_a_huge_fan","drawback","presence","taps"
"teenage","bills","incident","stingy","denver"
"stressed","succeed","not_match","modest","clue"
"annoyance","resulted","keck","mighty","generous_portions"
"alas","offerings","burrata","abundant","straw"
"african","colourful","virtually","critique","adobada"
"squash","freundlich","force","apologize","assistant"
"thawed","sock","ciabatta","stunning","fragrant"
"chewed","reduction","stuttgart","stare","weak"
"not_seasoned","diamond","praise","lesson","warn"
"bald","sizes","complemented","draught","aqua"
"not_apologize","praise","rocks","rid","boar"
"inconsiderate","enthusiastic","chewing","elevated","smiles"
"hostile","nerve","smallish","hesitation","adequate"
"choked","hopes","loss","assuming","debit"
"baffled","delicate","mural","rake","language"
"gag","slapped","condensed","roy","dirt"
"corral","meagre","speaker","stall","halfway"
"gritty","gracious","burden","visible","stephanie"
"artificial","hopeful","deals","mmmm","soup_salad"
"loud_music","signed","artificial","nome","albeit"
"violently","letter","fischer","eaves","hahn"
"excuses","position","reduction","friendliest","machaca"
"painfully","not_over","not_compare","advise","inhaled"
"super_nice","sundays","refuse","not_so_great","mores"
"palatable","greek_food","glove","zen","refined"
"exaggeration","endless","inventive","justify","delicacy"
"torn","doughnut","dealing","injera","listened"
"greeter","locked","featuring","heavier","rainy"
"excessive","not_doing","asses","sleek","not_so_mething"
"mama","howl","stringy","belle","staffed"
"mouldy","blast","not_so_bad","boom","benefit"
"moron","utensils","qdoba","doc","monitors"
"not_willing","bust","hum","combinations","reached"
"disturbing","mealy","butcher","thailand","empanada"
"mop","lied","mystery","not_believe","fingerling"
"not_eaten","not_acceptable","pimento","not_available","conveniently_located"
"steep","stain","aloha","chimichurri","downtown"
"ricotta","definite","suited","ultimately","soufflé"
"existence","disappear","wonderfully","handy","accessible"
"rites","escape","honour","eaters","poppy"
"diamond","music_playing","not_right","service_food","intrigued"
"highly_recommended","getränke","burger_king","politely","indoors"
"not_exaggerating","genuine","domino","explanation","nice_decor"
"amazingly","generous_portion","amuse","thoughtful","trash"
"not_given","sonic","tasteful","energetic","fave"
"blizzard","allerdings","impatient","silky","approached"
"happier","reheat","mat","overpowered","bit_slow"
"silence","jerk_chicken","fence","negative_review","addiction"
"proud","desperately","disappear","tasted_pretty","scottish"
"bottomless","foul","mel","ruffled","prawns"
"scattered","bit_overpriced","amazing_food","outs","elevated"
"urgency","elegant","informative","cash_register","cocoa"
"jobs","slim","avoiding","mural","outrageous"
"net","goodbye","not_entirely","milkshakes","smiled"
"not_offered","struggling","saturdays","tapas","jessica"
"blond","tony","empanada","madame","awe"
"rave_review","soups","purse","studying","shock"
"menu_ha","downside","infamous","infamous","pallet"
"quietly","uninterested","dump","été","understatement"
"damage","homeless","stared","response","nap"
"sentence","suffered","dumb","cornish","ruined"
"incompetence","saturated","mimosas","anthony","strike"
"phenomenal","acacia","handling","refined","hospital"
"receptionist","garlicky","indulge","paul","apologetic"
"not_greeted","copy","resist","drink_specials","compelled"
"podium","pastries","pleasantly","print","tapas"
"redo","pretty_fast","exchange","exploring","picas"
"minuscule","crabs","quirky","dusted","garbage"
"tad","thawed","anymore","stroll","notepads"
"patronage","urgency","deliciousness","siam","not_overbearing"
"nonetheless","stumbled","stating","teas","surpassed"
"avail","domino","not_stand","remarkable","wowed"
"david","observed","priority","warrant","deter"
"blaring","spill","puris","james","taylor"
"increased","food_wise","excellent_food","sri","amanda"
"remedy","serendipity","confirmed","gift_certificate","gino"
"watermelon","sever","wagin","outdated","jennifer"
"tolerable","escargot","repeatedly","cannot_wait","lou"
"natural","tons","frill","dump","exploring"
"soupy","approx","artwork","heirloom","canyon"
"tummy","waylay","pox","mail","abundant"
"grape","roach","rotating","tataki","slammed"
"anger","not_meet","ventilation","justice","togo"
"sewer","recommendations","artisan","rushing","tastier"
"visibly","dismal","super_fresh","thee","drawback"
"not_taking","not_giving","redeeming","touristy","masterpiece"
"unbearable","gelato","dumped","duo","duty"
"not_wanting","sincerely","not_special","excessive","flab"
"tait","pretty_quick","sommelier","pushing","manchego"
"clarify","butcher","tomorrow","wary","not_anything"
"bust","pedestrian","not_bring","worn","butterscotch"
"nice_atmosphere","gobi","hide","drooling","azo"
"diego","northern","humble","ruined","pregnant"
"inept","not_with","region","hire","sweets"
"food_finally_arrived","blamed","quote","deter","duo"
"knowledgeable","slowest","not_into","sommelier","chelsea"
"not_properly","interrupted","southwester","loyal","sunrise"
"apologies","rocks","criticism","hospital","museum"
"hazard","not_flavorful","not_with","shareable","ghetto"
"not_the_worst","stink","horrendous","lieder","messed"
"purposely","corral","suggestions","floating","screw"
"motel","pricier","not_help","remaining","watery"
"not_cool","pregnant","uneven","suited","lesson"
"irritating","loving","pierogies","overload","not_there"
"absent","daily_special","mondays","terribly","sleek"
"gosh","sooner","shine","nestled","polished"
"rep","granola","memorabilia","burgh","loves"
"francisco","white_pizza","pancetta","not_judge","peppery"
"tastier","snot","slimy","happier","memories"
"ida","contrast","not_seasoned","runner","madame"
"dispute","organization","adore","outback","teeth"
"overcharge","remarkable","vibrant","sock","not_into"
"dismissive","lotus","fusser","scattered","antipasti"
"expression","connoisseur","zing","heartbeat","cutest"
"relish","amateur","sicilian","throwing","personalized"
"rosemary","assorted","varies","existent","not_overwhelming"
"neat","bold","gritty","loudly","hugo"
"albeit","wisconsin","remaining","bustle","department"
"service_food","worst_experience","togo","not_overcooked","flown"
"spicy_food","costs","snacks","fragrant","cartel"
"tenderloin","not_edible","repeated","beast","robert"
"contacting","inappropriate","positives","huh","trivia"
"threatening","spayed","cannoli","artery","united"
"apathetic","painful","dust","marmalade","schwartz"
"not_possible","spice_level","apparent","smiled","mighty"
"puddle","buttermilk","sooner","status","lemony"
"not_making","caribbean","happier","partake","moroccan"
"witness","insist","chandelier","bridge","gary"
"not_stay","delicious_food","theory","hanger","emily"
"hawaii","absolutely_love","cutlery","suddenly","orgasm"
"blast","laughable","doused","medley","statement"
"scooped","upsetting","gift_certificate","lukewarm","unable"
"loll","unmemorable","été","sourced","assumed"
"sewage","respond","doors","duty","cannot_get"
"congealed","reluctantly","miserable","aromatic","runner"
"forcing","watering","genuine","ice_cold","beefy"
"devoid","utter","painfully","elk","curried"
"delight","gum","loyal","sigh","anymore"
"eave","not_about","lid","confirm","clock"
"unreasonable","pen","compote","swish","scenery"
"not_include","overlooking","not_and","fortunate","response"
"persian","fleming","curds","overbearing","not_huge"
"doused","injury","love_love","wendy","not_hesitate"
"dishonest","not_appetizing","laughed","killed","bobbie"
"urine","grossly","wiped","single_time","toasty"
"oblivious","mistakes","irritating","sun_dried","kicked"
"passion","proceed","france","haddock","kindness"
"gorgeous","percent","kensington","omega","dutch"
"feature","not_done","drowning","argue","expansive"
"assistance","assistant","jason","computer","celia"
"insist","waters","hmmm","supposedly","issues"
"filth","glorified","unlv","packet","seasons"
"not_cleaned","decent_price","reply","unexpectedly","luscious"
"narky","charcuterie","horribly","caffeine","christopher"
"pretty_bland","whim","inform","cheeses","lacked"
"2015","nicely_decorated","serviceable","okay's","customized"
"haired","call_ahead","guard","guitar","annual"
"evidently","retch","defiantly","sago","guilt"
"satisfactory","sampling","bitch","bombay","pushed"
"unfair","maintenance","courtesy","scenery","blame"
"brush","meantime","quoted","apology","meringue"
"desperately","togo","downright","not_spectacular","sincerely"
"livid","adobe","downer","message","iceberg"
"not_terrible","rancid","tires","confirmed","humus"
"affordable","rudeness","slim","rival","guitar"
"not_recommended","not_allowed","softer","fountains","spain"
"brutal","smelly","vegetarian_options","nightmare","bombay"
"legal","not_allow","fresh_fish","necessarily","indulged"
"removing","overworked","steve","robust","gaucho"
"ethiopian","nice_flavour","jedoch","corrected","hire"
"endless","causing","judgement","juices","tipped"
"bach","custom","not_sit","sonora","earthy"
"tipper","glazed","notating","breads","rehearsal"
"not_provide","brewed","monkey","fixings","cell"
"tolerate","conveniently_located","sago","crispiness","homely"
"intoxicated","caper","accepted","hahn","thursdays"
"refrigerated","pancetta","personal_favourite","receiving","lame"
"nuggets","appalled","linton","human","answering"
"offence","transaction","gracious","not_complaining","waterfall"
"resulted","aggressive","not_cut","vouch","not_this"
"sundays","fresh_food","fairness","pregnant","beast"
"swore","ringing","eras","chocolaty","delay"
"ewe","nicest","considerably","festive","pappardelle"
"discussed","certificate","handy","rocking","stumble"
"praise","existence","boxed","not_ask","presence"
"bugs","cheek","fuck","macron","communal"
"prison","macrons","fucking","fooled","trips"
"caucasian","sentence","nm","purse","ontario"
"bonus","lying","inexperienced","chatty","outback"
"locally","pleasantly_surprised","swallow","marble","elite"
"charming","not_pleased","gristle","guide","message"
"scraped","professionalism","flavors","basmati","whatsoever"
"seasonal","not_warm","misleading","ghetto","daily_specials"
"pear","elderly","beaten","chock","aromatic"
"applied","unexpected","absent","belling","mail"
"couch","tasted_fresh","beauty","not_fresh","enhanced"
"mealy","steal","brewing","reheated","terrine"
"contract","discussion","garnished","napkins","patisserie"
"pretty_disappointed","tonkotsu","pretend","alex","torte"
"patronizing","kali","ref","dealing","sigh"
"not_melted","md","aisle","shallot","depends"
"dream","happy_hour_special","lemony","meringue","shallot"
"housekeeping","vast","shitty","humongous","intrusive"
"rocks","not_compare","addictive","outrageous","caffeine"
"dismal","admitted","indifferent","dirt","not_expensive"
"romantic","not_interested","not_allow","softer","tina"
"spray","advertisement","bothwell","molten","porter"
"etiquette","not_a_huge","heavier","puris","vary"
"suffered","fart","sleek","unlv","import"
"staffing","lange","wednesdays","intriguing","fixings"
"stealing","jedoch","utensils","bug","galore"
